latitude,longitude,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pH
16.19,80.74,140.0,40.0,450.0,8.0
16.19,80.74,140.0,40.0,450.0,8.0
16.19,80.75,140.0,40.0,450.0,8.0
16.19,80.75,140.0,40.0,450.0,8.0
16.19,80.76,140.0,40.0,450.0,8.0
16.19,80.77,140.0,40.0,450.0,8.0
16.19,80.77,140.0,40.0,450.0,8.0
16.19,80.78,140.0,40.0,450.0,8.0
16.19,80.78,140.0,40.0,450.0,8.0
16.19,80.79,140.0,40.0,450.0,8.0
16.19,80.79,140.0,40.0,450.0,8.0
16.19,80.8,140.0,40.0,450.0,8.0
16.19,80.81,140.0,40.0,450.0,8.0
16.19,80.81,140.0,40.0,450.0,8.0
16.19,80.82,140.0,40.0,,8.0
16.19,80.82,140.0,,,8.0
16.19,80.83,140.0,,,8.0
16.19,80.84,140.0,,,8.0
16.19,80.84,140.0,,,8.0
16.18,79.43,140.0,40.0,450.0,
16.18,79.44,140.0,40.0,450.0,
16.18,79.45,140.0,40.0,450.0,
16.18,79.45,140.0,40.0,450.0,
16.18,79.46,140.0,40.0,450.0,8.0
16.18,79.46,140.0,40.0,450.0,8.0
16.18,79.47,140.0,40.0,450.0,8.0
16.18,79.48,140.0,40.0,450.0,8.0
16.18,79.48,140.0,40.0,450.0,8.0
16.18,79.49,140.0,40.0,450.0,8.0
16.18,79.49,140.0,40.0,450.0,8.0
16.18,79.5,140.0,40.0,450.0,8.0
16.18,79.5,140.0,40.0,450.0,8.0
16.18,79.51,140.0,40.0,450.0,8.0
16.18,79.52,140.0,40.0,450.0,8.0
16.18,79.52,140.0,40.0,450.0,8.0
16.18,79.53,140.0,40.0,450.0,8.0
16.18,79.53,140.0,40.0,450.0,8.0
16.18,79.54,140.0,40.0,450.0,8.0
16.18,79.55,140.0,40.0,450.0,8.0
16.18,79.55,140.0,40.0,450.0,8.0
16.18,79.56,140.0,40.0,450.0,8.0
16.18,79.56,140.0,40.0,450.0,8.0
16.18,79.57,140.0,40.0,450.0,8.0
16.18,79.57,140.0,40.0,450.0,8.0
16.18,79.58,140.0,40.0,450.0,8.0
16.18,79.59,140.0,40.0,450.0,8.0
16.18,79.59,140.0,40.0,450.0,8.0
16.18,79.6,140.0,40.0,450.0,8.0
16.18,79.6,140.0,40.0,450.0,8.0
16.18,79.61,140.0,40.0,450.0,8.0
16.18,79.62,140.0,40.0,450.0,8.0
16.18,79.62,140.0,40.0,450.0,8.0
16.18,79.63,140.0,40.0,450.0,8.0
16.18,79.63,140.0,40.0,450.0,8.0
16.18,79.64,140.0,40.0,450.0,8.0
16.18,79.64,140.0,40.0,450.0,8.0
16.18,79.65,140.0,40.0,450.0,8.0
16.18,79.66,140.0,40.0,450.0,8.0
16.18,79.66,140.0,40.0,450.0,8.0
16.18,79.67,140.0,40.0,450.0,8.0
16.18,79.67,140.0,40.0,450.0,
16.18,79.68,140.0,40.0,450.0,
16.18,79.69,140.0,40.0,450.0,
16.18,79.69,140.0,40.0,450.0,8.0
16.18,79.7,140.0,40.0,450.0,8.0
16.18,79.7,140.0,40.0,450.0,8.0
16.18,79.71,140.0,40.0,450.0,8.0
16.18,79.71,140.0,40.0,450.0,8.0
16.18,79.72,140.0,40.0,450.0,8.0
16.18,79.73,140.0,40.0,450.0,8.0
16.18,79.73,140.0,40.0,450.0,8.0
16.18,79.74,140.0,40.0,450.0,8.0
16.18,79.74,140.0,40.0,450.0,8.0
16.18,79.75,140.0,40.0,450.0,8.0
16.18,79.76,140.0,40.0,450.0,8.0
16.18,79.76,140.0,40.0,450.0,8.0
16.18,79.77,140.0,40.0,450.0,8.0
16.18,79.77,140.0,40.0,450.0,8.0
16.18,79.78,140.0,40.0,450.0,8.0
16.18,79.78,140.0,40.0,450.0,8.0
16.18,79.79,140.0,40.0,450.0,8.0
16.18,79.8,140.0,40.0,450.0,8.0
16.18,79.8,140.0,40.0,450.0,8.0
16.18,79.81,140.0,40.0,450.0,8.0
16.18,79.81,140.0,40.0,450.0,8.0
16.18,79.82,140.0,40.0,450.0,8.0
16.18,79.83,140.0,40.0,450.0,8.0
16.18,79.83,140.0,40.0,450.0,8.0
16.18,79.84,140.0,40.0,450.0,8.0
16.18,79.84,140.0,40.0,450.0,8.0
16.18,79.85,140.0,40.0,450.0,8.0
16.18,79.85,140.0,40.0,450.0,8.0
16.18,79.86,140.0,40.0,450.0,8.0
16.18,79.87,140.0,40.0,450.0,8.0
16.18,79.87,140.0,40.0,450.0,8.0
16.18,79.88,140.0,40.0,450.0,8.0
16.18,79.88,140.0,40.0,450.0,8.0
16.18,79.89,140.0,40.0,450.0,8.0
16.18,79.9,140.0,40.0,450.0,8.0
16.18,79.9,140.0,40.0,450.0,8.0
16.18,79.91,140.0,40.0,450.0,8.0
16.18,79.91,140.0,40.0,450.0,8.0
16.18,79.92,140.0,40.0,450.0,8.0
16.18,79.92,140.0,40.0,450.0,8.0
16.18,79.93,140.0,40.0,450.0,8.0
16.18,79.94,140.0,40.0,450.0,8.0
16.18,79.94,140.0,40.0,450.0,8.0
16.18,79.95,140.0,40.0,450.0,8.0
16.18,79.95,140.0,40.0,450.0,8.0
16.18,79.96,140.0,40.0,450.0,8.0
16.18,79.97,140.0,40.0,450.0,8.0
16.18,79.97,140.0,40.0,450.0,8.0
16.18,79.98,140.0,40.0,450.0,8.0
16.18,79.98,140.0,40.0,450.0,8.0
16.18,79.99,140.0,40.0,450.0,8.0
16.18,79.99,140.0,40.0,450.0,8.0
16.18,80.0,140.0,40.0,450.0,8.0
16.18,80.01,140.0,40.0,450.0,8.0
16.18,80.01,140.0,40.0,450.0,8.0
16.18,80.02,140.0,40.0,450.0,8.0
16.18,80.02,140.0,40.0,450.0,8.0
16.18,80.03,140.0,40.0,450.0,8.0
16.18,80.04,140.0,40.0,450.0,8.0
16.18,80.04,140.0,40.0,450.0,8.0
16.18,80.05,140.0,40.0,450.0,8.0
16.18,80.05,140.0,40.0,450.0,8.0
16.18,80.06,140.0,40.0,450.0,8.0
16.18,80.07,140.0,40.0,450.0,8.0
16.18,80.07,140.0,40.0,450.0,8.0
16.18,80.08,140.0,40.0,450.0,8.0
16.18,80.08,140.0,40.0,450.0,8.0
16.18,80.09,140.0,40.0,450.0,8.0
16.18,80.09,140.0,40.0,450.0,8.0
16.18,80.12,140.0,40.0,450.0,8.0
16.18,80.13,140.0,40.0,450.0,8.0
16.18,80.14,140.0,40.0,450.0,8.0
16.18,80.14,140.0,40.0,450.0,8.0
16.18,80.15,140.0,40.0,450.0,8.0
16.18,80.15,140.0,40.0,450.0,8.0
16.18,80.18,140.0,40.0,450.0,8.0
16.18,80.19,140.0,40.0,450.0,8.0
16.18,80.19,140.0,40.0,450.0,8.0
16.18,80.2,140.0,40.0,450.0,8.0
16.18,80.21,140.0,40.0,450.0,8.0
16.18,80.21,140.0,40.0,450.0,8.0
16.18,80.22,140.0,40.0,450.0,8.0
16.18,80.22,140.0,40.0,450.0,8.0
16.18,80.23,140.0,40.0,450.0,8.0
16.18,80.23,140.0,40.0,450.0,8.0
16.18,80.24,140.0,40.0,450.0,8.0
16.18,80.25,140.0,40.0,450.0,8.0
16.18,80.25,140.0,40.0,450.0,8.0
16.18,80.26,140.0,40.0,450.0,
16.18,80.26,140.0,40.0,450.0,7.0
16.18,80.27,140.0,40.0,450.0,7.0
16.18,80.28,140.0,40.0,450.0,
16.18,80.28,140.0,40.0,450.0,
16.18,80.29,140.0,40.0,450.0,8.0
16.18,80.29,140.0,40.0,450.0,8.0
16.18,80.3,140.0,40.0,450.0,8.0
16.18,80.3,140.0,40.0,450.0,8.0
16.18,80.31,140.0,40.0,450.0,8.0
16.18,80.32,140.0,40.0,450.0,8.0
16.18,80.32,140.0,40.0,450.0,
16.18,80.33,140.0,40.0,450.0,
16.18,80.33,140.0,40.0,450.0,7.0
16.18,80.34,140.0,40.0,450.0,7.0
16.18,80.35,140.0,40.0,450.0,9.0
16.18,80.35,140.0,40.0,450.0,4.0
16.18,80.36,140.0,40.0,450.0,8.0
16.18,80.36,140.0,40.0,450.0,8.0
16.18,80.37,140.0,40.0,450.0,8.0
16.18,80.37,140.0,40.0,450.0,8.0
16.18,80.38,140.0,40.0,450.0,8.0
16.18,80.39,140.0,40.0,450.0,8.0
16.18,80.39,140.0,40.0,450.0,8.0
16.18,80.4,140.0,40.0,450.0,8.0
16.18,80.4,140.0,40.0,450.0,8.0
16.18,80.41,140.0,40.0,450.0,8.0
16.18,80.42,140.0,17.5,450.0,8.0
16.18,80.42,140.0,17.5,450.0,8.0
16.18,80.43,140.0,17.5,450.0,8.0
16.18,80.43,140.0,17.5,450.0,8.0
16.18,80.44,140.0,17.5,450.0,8.0
16.18,80.44,140.0,17.5,450.0,8.0
16.18,80.45,140.0,40.0,450.0,8.0
16.18,80.46,140.0,40.0,450.0,8.0
16.18,80.46,140.0,40.0,450.0,8.0
16.18,80.47,140.0,40.0,450.0,8.0
16.18,80.47,140.0,40.0,450.0,8.0
16.18,80.48,140.0,40.0,450.0,8.0
16.18,80.49,140.0,40.0,450.0,8.0
16.18,80.49,140.0,40.0,450.0,8.0
16.18,80.5,140.0,40.0,450.0,8.0
16.18,80.5,140.0,40.0,450.0,8.0
16.18,80.51,140.0,40.0,450.0,8.0
16.18,80.51,140.0,40.0,200.0,8.0
16.18,80.52,140.0,40.0,200.0,8.0
16.18,80.53,140.0,40.0,450.0,8.0
16.18,80.53,140.0,40.0,450.0,8.0
16.18,80.54,140.0,40.0,450.0,8.0
16.18,80.54,140.0,40.0,450.0,8.0
16.18,80.55,140.0,40.0,450.0,8.0
16.18,80.56,140.0,40.0,450.0,8.0
16.18,80.56,140.0,40.0,200.0,8.0
16.18,80.57,140.0,40.0,200.0,
16.18,80.57,140.0,40.0,200.0,8.0
16.18,80.58,140.0,40.0,200.0,8.0
16.18,80.58,140.0,40.0,200.0,8.0
16.18,80.59,140.0,40.0,450.0,8.0
16.18,80.6,140.0,40.0,450.0,8.0
16.18,80.6,140.0,40.0,450.0,8.0
16.18,80.61,140.0,40.0,450.0,8.0
16.18,80.61,140.0,40.0,450.0,8.0
16.18,80.62,140.0,40.0,450.0,8.0
16.18,80.63,140.0,40.0,450.0,8.0
16.18,80.63,140.0,40.0,450.0,8.0
16.18,80.64,140.0,40.0,450.0,8.0
16.18,80.64,140.0,40.0,450.0,8.0
16.18,80.65,140.0,40.0,450.0,8.0
16.18,80.65,140.0,40.0,450.0,8.0
16.18,80.66,140.0,40.0,450.0,8.0
16.18,80.67,140.0,40.0,450.0,8.0
16.18,80.67,140.0,40.0,450.0,8.0
16.18,80.68,140.0,40.0,450.0,8.0
16.18,80.68,140.0,40.0,450.0,
16.18,80.69,140.0,40.0,450.0,
16.18,80.7,140.0,40.0,450.0,
16.18,80.7,140.0,40.0,450.0,
16.18,80.71,140.0,40.0,450.0,8.0
16.18,80.71,140.0,40.0,450.0,8.0
16.18,80.72,140.0,40.0,450.0,8.0
16.18,80.72,140.0,40.0,450.0,8.0
16.18,80.73,140.0,40.0,450.0,8.0
16.18,80.74,140.0,40.0,450.0,8.0
16.18,80.74,140.0,40.0,450.0,8.0
16.18,80.75,140.0,40.0,450.0,8.0
16.18,80.75,140.0,40.0,450.0,8.0
16.18,80.76,140.0,40.0,450.0,8.0
16.18,80.77,140.0,40.0,450.0,8.0
16.18,80.77,140.0,40.0,450.0,8.0
16.18,80.78,140.0,40.0,450.0,8.0
16.18,80.78,140.0,40.0,450.0,8.0
16.18,80.79,140.0,40.0,450.0,8.0
16.18,80.79,140.0,40.0,450.0,8.0
16.18,80.8,140.0,40.0,450.0,8.0
16.18,80.81,140.0,40.0,450.0,8.0
16.18,80.81,140.0,40.0,450.0,8.0
16.18,80.82,140.0,,,8.0
16.18,80.82,140.0,,,8.0
16.18,80.83,140.0,,,8.0
16.18,80.84,140.0,,,4.0
16.17,79.42,140.0,40.0,450.0,
16.17,79.43,140.0,40.0,450.0,
16.17,79.43,140.0,40.0,450.0,
16.17,79.44,140.0,40.0,450.0,
16.17,79.45,140.0,40.0,450.0,8.0
16.17,79.45,140.0,40.0,450.0,
16.17,79.46,140.0,40.0,450.0,8.0
16.17,79.46,140.0,40.0,450.0,8.0
16.17,79.47,140.0,40.0,450.0,8.0
16.17,79.48,140.0,40.0,450.0,8.0
16.17,79.48,140.0,40.0,450.0,8.0
16.17,79.49,140.0,40.0,450.0,8.0
16.17,79.49,140.0,40.0,450.0,8.0
16.17,79.5,140.0,40.0,450.0,8.0
16.17,79.5,140.0,40.0,450.0,8.0
16.17,79.51,140.0,40.0,450.0,8.0
16.17,79.52,140.0,40.0,450.0,8.0
16.17,79.52,140.0,40.0,450.0,8.0
16.17,79.53,140.0,40.0,450.0,
16.17,79.53,140.0,40.0,450.0,8.0
16.17,79.54,140.0,40.0,450.0,8.0
16.17,79.55,140.0,40.0,450.0,8.0
16.17,79.55,140.0,40.0,450.0,8.0
16.17,79.56,140.0,40.0,450.0,8.0
16.17,79.56,140.0,40.0,450.0,8.0
16.17,79.57,140.0,40.0,450.0,8.0
16.17,79.57,140.0,40.0,450.0,8.0
16.17,79.58,140.0,40.0,450.0,8.0
16.17,79.59,140.0,40.0,450.0,8.0
16.17,79.59,140.0,40.0,450.0,8.0
16.17,79.6,140.0,40.0,450.0,8.0
16.17,79.6,140.0,40.0,450.0,8.0
16.17,79.61,140.0,40.0,450.0,8.0
16.17,79.62,140.0,40.0,450.0,8.0
16.17,79.62,140.0,40.0,450.0,8.0
16.17,79.63,140.0,40.0,450.0,8.0
16.17,79.63,140.0,40.0,450.0,8.0
16.17,79.64,140.0,40.0,450.0,8.0
16.17,79.64,140.0,40.0,450.0,8.0
16.17,79.65,140.0,40.0,450.0,8.0
16.17,79.66,140.0,40.0,450.0,8.0
16.17,79.66,140.0,40.0,450.0,8.0
16.17,79.67,140.0,40.0,450.0,8.0
16.17,79.67,140.0,40.0,450.0,8.0
16.17,79.68,140.0,40.0,450.0,
16.17,79.69,140.0,40.0,450.0,
16.17,79.69,140.0,40.0,450.0,8.0
16.17,79.7,140.0,40.0,450.0,8.0
16.17,79.7,140.0,40.0,450.0,8.0
16.17,79.71,140.0,40.0,450.0,8.0
16.17,79.71,140.0,40.0,450.0,8.0
16.17,79.72,140.0,40.0,450.0,8.0
16.17,79.73,140.0,40.0,450.0,8.0
16.17,79.73,140.0,40.0,450.0,8.0
16.17,79.74,140.0,40.0,450.0,8.0
16.17,79.74,140.0,40.0,450.0,8.0
16.17,79.75,140.0,40.0,450.0,8.0
16.17,79.76,140.0,40.0,450.0,8.0
16.17,79.76,140.0,40.0,450.0,8.0
16.17,79.77,140.0,40.0,450.0,8.0
16.17,79.77,140.0,40.0,450.0,8.0
16.17,79.78,140.0,40.0,450.0,8.0
16.17,79.78,140.0,40.0,450.0,8.0
16.17,79.79,140.0,40.0,450.0,8.0
16.17,79.8,140.0,40.0,450.0,8.0
16.17,79.8,140.0,40.0,450.0,8.0
16.17,79.81,140.0,40.0,450.0,8.0
16.17,79.81,140.0,40.0,450.0,8.0
16.17,79.82,140.0,40.0,450.0,8.0
16.17,79.83,140.0,40.0,450.0,8.0
16.17,79.83,140.0,40.0,450.0,8.0
16.17,79.84,140.0,40.0,450.0,8.0
16.17,79.84,140.0,40.0,450.0,8.0
16.17,79.85,140.0,40.0,450.0,8.0
16.17,79.85,140.0,40.0,450.0,8.0
16.17,79.86,140.0,40.0,450.0,8.0
16.17,79.87,140.0,17.5,450.0,8.0
16.17,79.87,140.0,17.5,450.0,8.0
16.17,79.88,140.0,40.0,450.0,8.0
16.17,79.88,140.0,40.0,450.0,8.0
16.17,79.89,140.0,40.0,450.0,8.0
16.17,79.9,140.0,40.0,450.0,8.0
16.17,79.9,140.0,40.0,450.0,8.0
16.17,79.91,140.0,40.0,450.0,8.0
16.17,79.91,140.0,40.0,450.0,8.0
16.17,79.92,140.0,40.0,450.0,8.0
16.17,79.92,140.0,40.0,450.0,8.0
16.17,79.93,140.0,40.0,450.0,8.0
16.17,79.94,140.0,40.0,450.0,8.0
16.17,79.94,140.0,40.0,450.0,8.0
16.17,79.95,140.0,40.0,450.0,8.0
16.17,79.95,140.0,40.0,450.0,8.0
16.17,79.96,140.0,40.0,450.0,8.0
16.17,79.97,140.0,40.0,450.0,8.0
16.17,79.97,140.0,40.0,450.0,8.0
16.17,79.98,140.0,40.0,450.0,8.0
16.17,79.98,140.0,40.0,450.0,8.0
16.17,79.99,140.0,40.0,450.0,8.0
16.17,79.99,140.0,40.0,450.0,8.0
16.17,80.0,140.0,40.0,450.0,8.0
16.17,80.01,140.0,40.0,450.0,8.0
16.17,80.01,140.0,40.0,450.0,8.0
16.17,80.02,140.0,40.0,450.0,8.0
16.17,80.02,140.0,40.0,450.0,8.0
16.17,80.03,140.0,40.0,450.0,8.0
16.17,80.04,140.0,40.0,450.0,8.0
16.17,80.04,140.0,40.0,450.0,8.0
16.17,80.05,140.0,40.0,450.0,8.0
16.17,80.05,140.0,40.0,450.0,8.0
16.17,80.06,140.0,40.0,450.0,8.0
16.17,80.07,140.0,40.0,450.0,8.0
16.17,80.07,140.0,40.0,450.0,8.0
16.17,80.08,140.0,40.0,450.0,8.0
16.17,80.08,140.0,40.0,450.0,8.0
16.17,80.09,140.0,40.0,450.0,8.0
16.17,80.09,140.0,40.0,450.0,8.0
16.17,80.1,140.0,40.0,450.0,8.0
16.17,80.11,140.0,40.0,450.0,8.0
16.17,80.11,140.0,40.0,450.0,8.0
16.17,80.12,140.0,40.0,450.0,8.0
16.17,80.12,140.0,40.0,450.0,8.0
16.17,80.13,140.0,40.0,450.0,8.0
16.17,80.14,140.0,17.5,450.0,8.0
16.17,80.14,140.0,40.0,450.0,8.0
16.17,80.15,140.0,40.0,450.0,8.0
16.17,80.15,140.0,40.0,450.0,8.0
16.17,80.16,140.0,40.0,450.0,8.0
16.17,80.16,140.0,40.0,450.0,8.0
16.17,80.17,140.0,40.0,450.0,8.0
16.17,80.18,140.0,40.0,450.0,8.0
16.17,80.18,140.0,40.0,450.0,8.0
16.17,80.19,140.0,40.0,450.0,8.0
16.17,80.19,140.0,40.0,450.0,8.0
16.17,80.22,140.0,40.0,450.0,8.0
16.17,80.22,140.0,40.0,450.0,8.0
16.17,80.23,140.0,40.0,450.0,8.0
16.17,80.23,140.0,40.0,450.0,8.0
16.17,80.24,140.0,40.0,450.0,8.0
16.17,80.25,140.0,40.0,450.0,8.0
16.17,80.25,140.0,40.0,450.0,8.0
16.17,80.26,140.0,40.0,450.0,8.0
16.17,80.26,140.0,40.0,450.0,
16.17,80.27,140.0,40.0,450.0,4.0
16.17,80.28,140.0,40.0,450.0,
16.17,80.28,140.0,40.0,450.0,8.0
16.17,80.29,140.0,40.0,450.0,8.0
16.17,80.29,140.0,40.0,450.0,8.0
16.17,80.3,140.0,40.0,450.0,8.0
16.17,80.3,140.0,40.0,450.0,8.0
16.17,80.31,140.0,40.0,450.0,8.0
16.17,80.32,140.0,40.0,450.0,
16.17,80.32,140.0,40.0,450.0,7.0
16.17,80.33,140.0,40.0,450.0,7.0
16.17,80.33,140.0,40.0,450.0,7.0
16.17,80.34,140.0,40.0,450.0,7.0
16.17,80.35,140.0,40.0,450.0,7.0
16.17,80.35,140.0,40.0,450.0,
16.17,80.36,140.0,40.0,450.0,
16.17,80.36,140.0,40.0,450.0,
16.17,80.37,140.0,40.0,450.0,8.0
16.17,80.37,140.0,40.0,450.0,8.0
16.17,80.38,140.0,40.0,450.0,8.0
16.17,80.39,140.0,40.0,450.0,8.0
16.17,80.39,140.0,40.0,450.0,8.0
16.17,80.4,140.0,40.0,450.0,8.0
16.17,80.4,140.0,40.0,450.0,8.0
16.17,80.41,140.0,40.0,450.0,8.0
16.17,80.42,140.0,17.5,450.0,8.0
16.17,80.42,140.0,17.5,450.0,8.0
16.17,80.43,140.0,17.5,450.0,8.0
16.17,80.43,140.0,17.5,450.0,8.0
16.17,80.44,140.0,17.5,450.0,8.0
16.17,80.44,140.0,17.5,450.0,8.0
16.17,80.45,140.0,17.5,450.0,8.0
16.17,80.46,140.0,40.0,450.0,8.0
16.17,80.46,140.0,40.0,450.0,8.0
16.17,80.47,140.0,40.0,450.0,8.0
16.17,80.47,140.0,40.0,450.0,8.0
16.17,80.48,140.0,40.0,450.0,8.0
16.17,80.49,140.0,40.0,450.0,8.0
16.17,80.49,140.0,40.0,450.0,8.0
16.17,80.5,140.0,40.0,450.0,8.0
16.17,80.5,140.0,40.0,450.0,8.0
16.17,80.51,140.0,40.0,450.0,8.0
16.17,80.51,140.0,40.0,,8.0
16.17,80.52,140.0,40.0,,8.0
16.17,80.53,140.0,40.0,450.0,8.0
16.17,80.53,140.0,40.0,450.0,8.0
16.17,80.54,140.0,40.0,450.0,8.0
16.17,80.54,140.0,40.0,450.0,8.0
16.17,80.55,140.0,40.0,450.0,8.0
16.17,80.56,140.0,40.0,450.0,8.0
16.17,80.56,140.0,40.0,450.0,8.0
16.17,80.57,140.0,40.0,450.0,8.0
16.17,80.57,140.0,40.0,450.0,8.0
16.17,80.58,140.0,40.0,450.0,8.0
16.17,80.58,140.0,40.0,450.0,8.0
16.17,80.59,140.0,40.0,450.0,8.0
16.17,80.6,140.0,40.0,450.0,8.0
16.17,80.6,140.0,40.0,450.0,8.0
16.17,80.61,140.0,40.0,450.0,8.0
16.17,80.61,140.0,40.0,450.0,8.0
16.17,80.62,140.0,40.0,450.0,8.0
16.17,80.63,140.0,40.0,450.0,8.0
16.17,80.63,140.0,40.0,450.0,8.0
16.17,80.64,140.0,40.0,450.0,8.0
16.17,80.64,140.0,40.0,450.0,8.0
16.17,80.65,140.0,40.0,450.0,8.0
16.17,80.65,140.0,40.0,450.0,8.0
16.17,80.66,140.0,40.0,450.0,8.0
16.17,80.67,140.0,40.0,450.0,8.0
16.17,80.67,140.0,40.0,450.0,8.0
16.17,80.68,140.0,40.0,450.0,
16.17,80.68,140.0,40.0,450.0,7.0
16.17,80.69,140.0,40.0,450.0,7.0
16.17,80.7,140.0,40.0,450.0,
16.17,80.7,140.0,40.0,450.0,
16.17,80.71,140.0,40.0,450.0,8.0
16.17,80.71,140.0,40.0,450.0,8.0
16.17,80.72,140.0,40.0,450.0,8.0
16.17,80.72,140.0,40.0,450.0,8.0
16.17,80.73,140.0,40.0,450.0,8.0
16.17,80.74,140.0,40.0,450.0,8.0
16.17,80.74,140.0,40.0,450.0,8.0
16.17,80.75,140.0,40.0,450.0,8.0
16.17,80.75,140.0,40.0,450.0,8.0
16.17,80.76,140.0,40.0,450.0,8.0
16.17,80.77,140.0,40.0,450.0,8.0
16.17,80.77,140.0,40.0,450.0,8.0
16.17,80.78,140.0,40.0,450.0,8.0
16.17,80.78,140.0,40.0,450.0,8.0
16.17,80.79,140.0,40.0,450.0,8.0
16.17,80.79,140.0,40.0,450.0,8.0
16.17,80.8,140.0,,450.0,8.0
16.17,80.81,140.0,,,8.0
16.17,80.81,140.0,,,8.0
16.17,80.82,140.0,,,8.0
16.17,80.82,140.0,,,8.0
16.16,79.42,140.0,40.0,450.0,8.0
16.16,79.43,140.0,40.0,450.0,8.0
16.16,79.43,140.0,40.0,450.0,8.0
16.16,79.44,140.0,40.0,450.0,8.0
16.16,79.45,140.0,40.0,450.0,8.0
16.16,79.45,140.0,40.0,450.0,8.0
16.16,79.46,140.0,40.0,450.0,
16.16,79.46,140.0,40.0,450.0,8.0
16.16,79.47,140.0,40.0,450.0,8.0
16.16,79.48,140.0,40.0,450.0,8.0
16.16,79.48,140.0,40.0,450.0,8.0
16.16,79.49,140.0,40.0,450.0,8.0
16.16,79.49,140.0,40.0,450.0,8.0
16.16,79.5,140.0,40.0,450.0,8.0
16.16,79.5,140.0,40.0,200.0,8.0
16.16,79.51,140.0,40.0,,8.0
16.16,79.52,140.0,40.0,450.0,8.0
16.16,79.52,140.0,40.0,450.0,8.0
16.16,79.53,140.0,40.0,450.0,8.0
16.16,79.53,140.0,40.0,450.0,8.0
16.16,79.54,140.0,40.0,450.0,8.0
16.16,79.55,140.0,40.0,450.0,8.0
16.16,79.55,140.0,40.0,450.0,8.0
16.16,79.56,140.0,40.0,450.0,8.0
16.16,79.56,140.0,40.0,450.0,8.0
16.16,79.57,140.0,40.0,450.0,8.0
16.16,79.57,140.0,40.0,450.0,8.0
16.16,79.58,140.0,40.0,450.0,8.0
16.16,79.59,140.0,40.0,450.0,8.0
16.16,79.59,140.0,40.0,450.0,8.0
16.16,79.6,140.0,40.0,450.0,8.0
16.16,79.6,140.0,40.0,450.0,8.0
16.16,79.61,140.0,40.0,450.0,8.0
16.16,79.62,140.0,40.0,450.0,8.0
16.16,79.62,140.0,40.0,,8.0
16.16,79.63,140.0,40.0,450.0,8.0
16.16,79.63,140.0,40.0,450.0,8.0
16.16,79.64,140.0,40.0,450.0,8.0
16.16,79.64,140.0,40.0,450.0,8.0
16.16,79.65,140.0,40.0,450.0,8.0
16.16,79.66,140.0,40.0,450.0,8.0
16.16,79.66,140.0,40.0,450.0,8.0
16.16,79.67,140.0,40.0,450.0,8.0
16.16,79.67,140.0,40.0,450.0,8.0
16.16,79.68,140.0,40.0,450.0,
16.16,79.69,140.0,40.0,450.0,
16.16,79.69,140.0,40.0,450.0,8.0
16.16,79.7,140.0,40.0,450.0,8.0
16.16,79.7,140.0,40.0,450.0,8.0
16.16,79.71,140.0,40.0,450.0,8.0
16.16,79.71,140.0,40.0,450.0,8.0
16.16,79.72,140.0,40.0,450.0,8.0
16.16,79.73,140.0,40.0,450.0,8.0
16.16,79.73,140.0,40.0,450.0,8.0
16.16,79.74,140.0,40.0,450.0,8.0
16.16,79.74,140.0,40.0,450.0,8.0
16.16,79.75,140.0,40.0,450.0,8.0
16.16,79.76,140.0,40.0,450.0,8.0
16.16,79.76,140.0,40.0,450.0,8.0
16.16,79.77,140.0,40.0,450.0,8.0
16.16,79.77,140.0,40.0,450.0,8.0
16.16,79.78,140.0,40.0,450.0,8.0
16.16,79.78,140.0,40.0,450.0,8.0
16.16,79.79,140.0,40.0,450.0,8.0
16.16,79.8,140.0,40.0,450.0,8.0
16.16,79.8,140.0,40.0,450.0,8.0
16.16,79.81,140.0,40.0,450.0,8.0
16.16,79.81,140.0,40.0,450.0,8.0
16.16,79.82,140.0,40.0,450.0,8.0
16.16,79.83,140.0,40.0,450.0,8.0
16.16,79.83,140.0,40.0,450.0,8.0
16.16,79.84,140.0,40.0,450.0,8.0
16.16,79.84,140.0,40.0,450.0,8.0
16.16,79.85,140.0,40.0,450.0,8.0
16.16,79.85,140.0,40.0,450.0,8.0
16.16,79.86,140.0,40.0,450.0,8.0
16.16,79.87,140.0,40.0,450.0,8.0
16.16,79.87,140.0,40.0,450.0,8.0
16.16,79.88,140.0,40.0,450.0,8.0
16.16,79.88,140.0,40.0,450.0,8.0
16.16,79.89,140.0,40.0,450.0,8.0
16.16,79.9,140.0,40.0,450.0,8.0
16.16,79.9,140.0,40.0,450.0,8.0
16.16,79.91,140.0,40.0,450.0,8.0
16.16,79.91,140.0,40.0,450.0,8.0
16.16,79.92,140.0,40.0,450.0,8.0
16.16,79.92,140.0,40.0,450.0,8.0
16.16,79.93,140.0,40.0,450.0,8.0
16.16,79.94,140.0,40.0,450.0,8.0
16.16,79.94,140.0,40.0,450.0,8.0
16.16,79.95,140.0,40.0,450.0,8.0
16.16,79.95,140.0,40.0,450.0,8.0
16.16,79.96,140.0,40.0,450.0,8.0
16.16,79.97,140.0,40.0,450.0,8.0
16.16,79.97,140.0,40.0,450.0,8.0
16.16,79.98,140.0,40.0,450.0,8.0
16.16,79.98,140.0,40.0,450.0,8.0
16.16,79.99,140.0,40.0,450.0,8.0
16.16,79.99,140.0,40.0,450.0,8.0
