latitude,longitude,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,pH
18.06,82.48,140.0,40.0,200.0,
18.06,82.48,140.0,40.0,450.0,
18.06,82.49,140.0,17.5,450.0,
18.06,82.49,140.0,17.5,450.0,
18.06,82.5,140.0,17.5,450.0,
18.06,82.51,140.0,17.5,450.0,
18.06,82.51,140.0,17.5,450.0,
18.06,82.52,140.0,17.5,450.0,
18.06,82.52,140.0,17.5,,
18.06,82.53,140.0,,,
18.06,82.53,140.0,,,
18.06,82.54,140.0,,450.0,
18.06,82.55,140.0,17.5,450.0,6.0
18.06,82.55,140.0,17.5,450.0,6.0
18.06,82.58,140.0,,,7.0
18.06,82.58,140.0,,,7.0
18.06,82.59,140.0,,,7.0
18.06,82.59,140.0,,,7.0
18.06,83.03,140.0,17.5,450.0,7.0
18.06,83.03,140.0,17.5,450.0,7.0
18.06,83.04,140.0,17.5,450.0,7.0
18.06,83.04,140.0,17.5,450.0,7.0
18.06,83.05,140.0,17.5,450.0,7.0
18.06,83.05,140.0,17.5,450.0,7.0
18.06,83.06,140.0,17.5,450.0,7.0
18.06,83.07,140.0,17.5,450.0,7.0
18.06,83.07,140.0,17.5,450.0,7.0
18.06,83.08,140.0,17.5,450.0,7.0
18.06,83.08,140.0,17.5,450.0,7.0
18.06,83.09,140.0,17.5,450.0,7.0
18.06,83.1,140.0,17.5,450.0,7.0
18.06,83.1,140.0,17.5,450.0,7.0
18.06,83.11,140.0,17.5,450.0,7.0
18.06,83.11,140.0,17.5,450.0,7.0
18.06,83.12,140.0,17.5,450.0,7.0
18.06,83.12,140.0,17.5,450.0,7.0
18.06,83.13,140.0,17.5,450.0,7.0
18.06,83.14,140.0,17.5,200.0,7.0
18.06,83.14,140.0,17.5,200.0,7.0
18.06,83.15,140.0,17.5,450.0,7.0
18.06,83.15,140.0,17.5,450.0,7.0
18.06,83.16,140.0,17.5,450.0,7.0
18.06,83.17,140.0,17.5,,7.0
18.05,82.3,140.0,40.0,60.0,
18.05,82.31,140.0,40.0,60.0,
18.05,82.31,140.0,40.0,60.0,
18.05,82.32,140.0,40.0,60.0,
18.05,82.32,140.0,40.0,60.0,4.0
18.05,82.33,140.0,40.0,60.0,4.0
18.05,82.34,140.0,40.0,60.0,4.0
18.05,82.34,140.0,40.0,60.0,4.0
18.05,82.35,140.0,40.0,60.0,4.0
18.05,82.35,140.0,40.0,60.0,
18.05,82.36,140.0,40.0,60.0,
18.05,82.37,140.0,40.0,60.0,
18.05,82.37,140.0,40.0,60.0,
18.05,82.38,140.0,40.0,60.0,
18.05,82.38,140.0,40.0,60.0,
18.05,82.39,140.0,40.0,60.0,
18.05,82.39,140.0,40.0,60.0,
18.05,82.4,140.0,40.0,60.0,
18.05,82.41,140.0,40.0,60.0,
18.05,82.41,140.0,40.0,60.0,
18.05,82.42,140.0,40.0,60.0,
18.05,82.42,140.0,40.0,60.0,
18.05,82.43,140.0,40.0,60.0,
18.05,82.44,140.0,40.0,60.0,
18.05,82.44,140.0,40.0,60.0,
18.05,82.45,140.0,40.0,60.0,
18.05,82.45,140.0,40.0,,
18.05,82.46,140.0,40.0,,
18.05,82.46,140.0,40.0,200.0,
18.05,82.47,140.0,40.0,200.0,
18.05,82.48,140.0,40.0,200.0,
18.05,82.48,140.0,40.0,200.0,
18.05,82.49,140.0,40.0,200.0,
18.05,82.49,140.0,40.0,450.0,
18.05,82.5,140.0,17.5,450.0,
18.05,82.51,140.0,17.5,450.0,
18.05,82.51,140.0,17.5,450.0,
18.05,82.52,140.0,17.5,450.0,
18.05,82.52,140.0,40.0,,
18.05,82.53,140.0,,,
18.05,82.53,140.0,,,
18.05,82.54,140.0,,450.0,
18.05,82.55,140.0,17.5,450.0,6.0
18.05,82.55,140.0,17.5,450.0,6.0
18.05,82.56,140.0,,450.0,
18.05,82.56,140.0,,450.0,9.0
18.05,82.57,140.0,,,
18.05,82.58,140.0,,,
18.05,82.58,140.0,,,7.0
18.05,82.59,140.0,,,7.0
18.05,82.59,140.0,,,7.0
18.05,82.6,140.0,,,7.0
18.05,83.01,140.0,,450.0,
18.05,83.02,140.0,17.5,450.0,
18.05,83.03,140.0,17.5,450.0,7.0
18.05,83.03,140.0,17.5,450.0,7.0
18.05,83.04,140.0,17.5,450.0,7.0
18.05,83.04,140.0,17.5,450.0,7.0
18.05,83.05,140.0,17.5,450.0,7.0
18.05,83.05,140.0,17.5,450.0,7.0
18.05,83.06,140.0,17.5,450.0,7.0
18.05,83.07,140.0,17.5,450.0,7.0
18.05,83.07,140.0,17.5,200.0,7.0
18.05,83.08,140.0,17.5,200.0,7.0
18.05,83.08,140.0,17.5,200.0,7.0
18.05,83.09,140.0,17.5,200.0,7.0
18.05,83.1,140.0,17.5,450.0,7.0
18.05,83.1,140.0,17.5,450.0,7.0
18.05,83.11,140.0,17.5,450.0,7.0
18.05,83.11,140.0,17.5,450.0,7.0
18.05,83.12,140.0,17.5,450.0,7.0
18.05,83.12,140.0,17.5,450.0,7.0
18.05,83.13,140.0,17.5,450.0,7.0
18.05,83.14,140.0,17.5,450.0,7.0
18.05,83.14,140.0,17.5,200.0,7.0
18.05,83.15,140.0,17.5,200.0,7.0
18.05,83.15,140.0,17.5,,7.0
18.04,82.31,140.0,40.0,60.0,
18.04,82.31,140.0,40.0,60.0,
18.04,82.32,140.0,40.0,60.0,
18.04,82.32,140.0,40.0,60.0,
18.04,82.33,140.0,40.0,60.0,
18.04,82.34,140.0,40.0,60.0,4.0
18.04,82.34,140.0,40.0,60.0,4.0
18.04,82.35,140.0,40.0,60.0,4.0
18.04,82.35,140.0,40.0,60.0,4.0
18.04,82.36,140.0,40.0,60.0,
18.04,82.37,140.0,40.0,60.0,
18.04,82.37,140.0,40.0,60.0,
18.04,82.38,140.0,40.0,60.0,
18.04,82.38,140.0,40.0,60.0,
18.04,82.39,140.0,40.0,60.0,
18.04,82.39,140.0,40.0,60.0,
18.04,82.4,140.0,40.0,60.0,
18.04,82.41,140.0,40.0,60.0,
18.04,82.41,140.0,40.0,60.0,
18.04,82.42,140.0,40.0,60.0,
18.04,82.42,140.0,40.0,60.0,
18.04,82.43,140.0,40.0,60.0,
18.04,82.44,140.0,40.0,60.0,
18.04,82.44,140.0,40.0,60.0,
18.04,82.45,140.0,40.0,60.0,
18.04,82.45,140.0,40.0,60.0,
18.04,82.46,140.0,40.0,60.0,
18.04,82.46,140.0,40.0,,
18.04,82.47,140.0,40.0,,
18.04,82.48,140.0,40.0,200.0,
18.04,82.48,140.0,40.0,200.0,
18.04,82.49,140.0,40.0,200.0,
18.04,82.49,140.0,40.0,200.0,
18.04,82.5,140.0,40.0,,
18.04,82.51,140.0,40.0,450.0,
18.04,82.51,140.0,40.0,450.0,
18.04,82.52,140.0,40.0,450.0,
18.04,82.52,140.0,40.0,450.0,
18.04,82.53,140.0,40.0,,
18.04,82.53,140.0,,,
18.04,82.54,140.0,,450.0,
18.04,82.55,140.0,,450.0,6.0
18.04,82.55,140.0,17.5,450.0,6.0
18.04,82.56,140.0,17.5,,
18.04,82.56,140.0,,,
18.04,82.57,140.0,,,
18.04,82.58,140.0,,,7.0
18.04,82.58,140.0,,,7.0
18.04,82.59,140.0,,,7.0
18.04,82.59,140.0,,,7.0
18.04,82.6,140.0,,,7.0
18.04,82.6,140.0,,,7.0
18.04,83.01,140.0,,450.0,
18.04,83.01,140.0,17.5,450.0,7.0
18.04,83.02,140.0,17.5,450.0,7.0
18.04,83.03,140.0,17.5,450.0,7.0
18.04,83.03,140.0,17.5,450.0,7.0
18.04,83.04,140.0,17.5,450.0,7.0
18.04,83.04,140.0,17.5,450.0,7.0
18.04,83.05,140.0,17.5,450.0,7.0
18.04,83.05,140.0,17.5,450.0,7.0
18.04,83.06,140.0,17.5,450.0,7.0
18.04,83.07,140.0,17.5,,7.0
18.04,83.07,140.0,17.5,200.0,
18.04,83.08,140.0,17.5,200.0,
18.04,83.08,140.0,17.5,200.0,7.0
18.04,83.09,140.0,17.5,200.0,7.0
18.04,83.1,140.0,17.5,200.0,7.0
18.04,83.1,140.0,17.5,450.0,7.0
18.04,83.11,140.0,17.5,450.0,7.0
18.04,83.11,140.0,17.5,450.0,7.0
18.04,83.12,140.0,17.5,450.0,7.0
18.04,83.12,140.0,17.5,450.0,7.0
18.04,83.13,140.0,17.5,450.0,7.0
18.04,83.14,140.0,17.5,200.0,7.0
18.04,83.14,140.0,17.5,,7.0
18.04,83.15,140.0,17.5,,7.0
18.03,82.31,140.0,40.0,60.0,
18.03,82.32,140.0,40.0,60.0,
18.03,82.32,140.0,40.0,60.0,
18.03,82.33,140.0,40.0,60.0,
18.03,82.34,140.0,40.0,60.0,4.0
18.03,82.34,140.0,40.0,60.0,4.0
18.03,82.35,140.0,40.0,60.0,4.0
18.03,82.35,140.0,40.0,60.0,4.0
18.03,82.36,140.0,40.0,60.0,
18.03,82.37,140.0,40.0,60.0,
18.03,82.37,140.0,40.0,60.0,
18.03,82.38,140.0,40.0,60.0,
18.03,82.38,140.0,40.0,60.0,
18.03,82.39,140.0,40.0,60.0,
18.03,82.39,140.0,40.0,60.0,
18.03,82.4,140.0,40.0,60.0,
18.03,82.41,140.0,40.0,60.0,
18.03,82.41,140.0,40.0,60.0,
18.03,82.42,140.0,40.0,60.0,
18.03,82.42,140.0,40.0,60.0,
18.03,82.43,140.0,40.0,60.0,
18.03,82.44,140.0,40.0,60.0,
18.03,82.44,140.0,40.0,60.0,
18.03,82.45,140.0,40.0,60.0,
18.03,82.45,140.0,40.0,60.0,
18.03,82.46,140.0,40.0,60.0,
18.03,82.46,140.0,40.0,60.0,
18.03,82.47,140.0,40.0,60.0,
18.03,82.48,140.0,40.0,,
18.03,82.48,140.0,40.0,200.0,
18.03,82.49,140.0,40.0,200.0,
18.03,82.49,140.0,40.0,200.0,
18.03,82.5,140.0,40.0,200.0,
18.03,82.51,140.0,40.0,200.0,
18.03,82.51,140.0,40.0,200.0,
18.03,82.52,140.0,40.0,200.0,
18.03,82.52,140.0,40.0,200.0,
18.03,82.53,140.0,17.5,200.0,
18.03,82.53,140.0,17.5,200.0,
18.03,82.54,140.0,17.5,450.0,
18.03,82.55,140.0,,450.0,6.0
18.03,82.55,140.0,17.5,200.0,
18.03,82.56,140.0,17.5,,
18.03,82.56,140.0,,450.0,
18.03,82.57,140.0,,450.0,7.0
18.03,82.58,140.0,17.5,450.0,7.0
18.03,82.58,140.0,,,7.0
18.03,82.59,140.0,,,7.0
18.03,82.59,140.0,,,7.0
18.03,82.6,140.0,,,7.0
18.03,82.6,140.0,,,7.0
18.03,83.0,140.0,,450.0,7.0
18.03,83.01,140.0,,450.0,7.0
18.03,83.01,140.0,17.5,450.0,7.0
18.03,83.02,140.0,17.5,450.0,7.0
18.03,83.03,140.0,17.5,450.0,7.0
18.03,83.03,140.0,17.5,450.0,7.0
18.03,83.04,140.0,17.5,450.0,7.0
18.03,83.04,140.0,17.5,450.0,7.0
18.03,83.05,140.0,17.5,450.0,7.0
18.03,83.05,140.0,17.5,450.0,7.0
18.03,83.06,140.0,17.5,450.0,7.0
18.03,83.07,140.0,17.5,450.0,7.0
18.03,83.07,140.0,17.5,450.0,
18.03,83.08,140.0,17.5,,
18.03,83.08,140.0,17.5,200.0,7.0
18.03,83.09,140.0,17.5,200.0,7.0
18.03,83.1,140.0,17.5,200.0,7.0
18.03,83.1,140.0,17.5,200.0,7.0
18.03,83.11,140.0,17.5,450.0,
18.03,83.11,140.0,17.5,450.0,
18.03,83.12,140.0,17.5,450.0,
18.03,83.12,140.0,17.5,450.0,7.0
18.03,83.13,140.0,17.5,450.0,7.0
18.02,82.32,140.0,40.0,60.0,
18.02,82.32,140.0,40.0,60.0,
18.02,82.33,140.0,40.0,60.0,
18.02,82.34,140.0,40.0,60.0,4.0
18.02,82.34,140.0,40.0,60.0,4.0
18.02,82.35,140.0,40.0,60.0,4.0
18.02,82.35,140.0,40.0,60.0,4.0
18.02,82.36,140.0,40.0,60.0,
18.02,82.37,140.0,40.0,60.0,
18.02,82.37,140.0,40.0,60.0,
18.02,82.38,140.0,40.0,60.0,
18.02,82.38,140.0,40.0,60.0,
18.02,82.39,140.0,40.0,60.0,
18.02,82.39,140.0,40.0,60.0,
18.02,82.4,140.0,40.0,60.0,
18.02,82.41,140.0,40.0,60.0,
18.02,82.41,140.0,40.0,60.0,
18.02,82.42,140.0,40.0,60.0,
18.02,82.42,140.0,40.0,60.0,
18.02,82.43,140.0,40.0,60.0,
18.02,82.44,140.0,40.0,60.0,
18.02,82.44,140.0,40.0,60.0,
18.02,82.45,140.0,40.0,60.0,
18.02,82.45,140.0,40.0,60.0,
18.02,82.46,140.0,40.0,60.0,
18.02,82.46,140.0,40.0,60.0,
18.02,82.47,140.0,40.0,60.0,
18.02,82.48,140.0,40.0,60.0,
18.02,82.48,140.0,40.0,60.0,
18.02,82.49,140.0,40.0,,
18.02,82.49,140.0,40.0,,
18.02,82.5,140.0,40.0,200.0,
18.02,82.51,140.0,40.0,200.0,
18.02,82.51,140.0,40.0,200.0,
18.02,82.52,140.0,17.5,200.0,
18.02,82.52,140.0,17.5,200.0,
18.02,82.53,140.0,17.5,200.0,4.0
18.02,82.53,140.0,17.5,200.0,4.0
18.02,82.54,140.0,17.5,200.0,6.0
18.02,82.55,140.0,17.5,450.0,9.0
18.02,82.55,140.0,17.5,450.0,
18.02,82.56,140.0,17.5,450.0,
18.02,82.56,140.0,,450.0,
18.02,82.57,140.0,,450.0,7.0
18.02,82.58,140.0,17.5,450.0,7.0
18.02,82.58,140.0,,,7.0
18.02,82.59,140.0,,,7.0
18.02,82.59,140.0,,,7.0
18.02,82.6,140.0,,,7.0
18.02,82.6,140.0,,,7.0
18.02,82.99,140.0,,450.0,7.0
18.02,83.0,140.0,17.5,450.0,7.0
18.02,83.0,140.0,17.5,450.0,7.0
18.02,83.01,140.0,17.5,450.0,7.0
18.02,83.01,140.0,17.5,450.0,7.0
18.02,83.02,140.0,17.5,450.0,7.0
18.02,83.03,140.0,17.5,450.0,7.0
18.02,83.03,140.0,17.5,450.0,7.0
18.02,83.04,140.0,17.5,450.0,7.0
18.02,83.04,140.0,17.5,450.0,7.0
18.02,83.05,140.0,17.5,450.0,7.0
18.02,83.05,140.0,17.5,450.0,7.0
18.02,83.06,140.0,17.5,450.0,7.0
18.02,83.07,140.0,17.5,450.0,7.0
18.02,83.07,140.0,17.5,450.0,7.0
18.02,83.08,140.0,17.5,450.0,7.0
18.02,83.08,140.0,17.5,450.0,7.0
18.02,83.09,140.0,17.5,450.0,7.0
18.02,83.1,140.0,17.5,,7.0
18.02,83.1,140.0,17.5,,7.0
18.02,83.11,140.0,17.5,450.0,7.0
18.02,83.11,140.0,5.0,450.0,
18.02,83.12,140.0,5.0,,7.0
18.02,83.12,140.0,5.0,,
18.01,82.32,140.0,40.0,60.0,4.0
18.01,82.32,140.0,40.0,60.0,4.0
18.01,82.33,140.0,40.0,60.0,4.0
18.01,82.34,140.0,40.0,60.0,4.0
18.01,82.34,140.0,40.0,60.0,4.0
18.01,82.35,140.0,40.0,60.0,4.0
18.01,82.35,140.0,40.0,60.0,
18.01,82.36,140.0,40.0,60.0,
18.01,82.37,140.0,40.0,60.0,
18.01,82.37,140.0,40.0,60.0,
18.01,82.38,140.0,40.0,60.0,
18.01,82.38,140.0,40.0,60.0,
18.01,82.39,140.0,40.0,60.0,
18.01,82.39,140.0,40.0,60.0,
18.01,82.4,140.0,40.0,60.0,
18.01,82.41,140.0,40.0,60.0,
18.01,82.41,140.0,40.0,60.0,
18.01,82.42,140.0,40.0,60.0,
18.01,82.42,140.0,40.0,60.0,
18.01,82.43,140.0,40.0,60.0,
18.01,82.44,140.0,40.0,60.0,
18.01,82.44,140.0,40.0,60.0,
18.01,82.45,140.0,40.0,60.0,
18.01,82.45,140.0,40.0,60.0,
18.01,82.46,140.0,40.0,60.0,
18.01,82.46,140.0,40.0,60.0,
18.01,82.47,140.0,40.0,60.0,
18.01,82.48,140.0,40.0,60.0,
18.01,82.48,140.0,40.0,,
18.01,82.49,140.0,40.0,,
18.01,82.49,140.0,40.0,200.0,
18.01,82.5,140.0,40.0,200.0,
18.01,82.51,140.0,17.5,200.0,
18.01,82.51,140.0,17.5,200.0,
18.01,82.52,140.0,17.5,200.0,
18.01,82.52,140.0,17.5,200.0,
18.01,82.53,140.0,17.5,200.0,7.0
18.01,82.53,140.0,17.5,200.0,7.0
18.01,82.54,140.0,17.5,200.0,7.0
18.01,82.55,140.0,17.5,450.0,
18.01,82.55,140.0,17.5,450.0,
18.01,82.56,140.0,17.5,450.0,
18.01,82.56,140.0,17.5,450.0,7.0
18.01,82.57,140.0,17.5,450.0,7.0
18.01,82.58,140.0,17.5,,7.0
18.01,82.58,140.0,17.5,,7.0
18.01,82.59,140.0,,200.0,7.0
18.01,82.59,140.0,,,7.0
18.01,82.6,140.0,,,7.0
18.01,82.6,140.0,,,7.0
18.01,82.98,140.0,,450.0,7.0
18.01,82.98,140.0,17.5,450.0,7.0
18.01,82.99,140.0,17.5,450.0,7.0
18.01,83.0,140.0,17.5,450.0,7.0
18.01,83.0,140.0,17.5,450.0,7.0
18.01,83.01,140.0,17.5,450.0,7.0
18.01,83.01,140.0,17.5,450.0,7.0
18.01,83.02,140.0,17.5,450.0,7.0
18.01,83.03,140.0,17.5,450.0,7.0
18.01,83.03,140.0,17.5,450.0,7.0
18.01,83.04,140.0,17.5,450.0,7.0
18.01,83.04,140.0,17.5,450.0,7.0
18.01,83.05,140.0,17.5,450.0,7.0
18.01,83.05,140.0,17.5,450.0,7.0
18.01,83.06,140.0,17.5,450.0,7.0
18.01,83.07,140.0,17.5,450.0,7.0
18.01,83.07,140.0,17.5,450.0,7.0
18.01,83.08,140.0,17.5,450.0,7.0
18.01,83.08,140.0,17.5,450.0,7.0
18.01,83.09,140.0,17.5,450.0,7.0
18.01,83.1,140.0,17.5,450.0,7.0
18.01,83.1,140.0,17.5,450.0,7.0
18.01,83.11,140.0,17.5,450.0,7.0
18.01,83.11,140.0,17.5,,7.0
18.0,82.31,140.0,40.0,60.0,4.0
18.0,82.32,140.0,40.0,60.0,4.0
18.0,82.32,140.0,40.0,60.0,4.0
18.0,82.33,140.0,17.5,60.0,4.0
18.0,82.34,140.0,17.5,60.0,4.0
18.0,82.34,140.0,40.0,60.0,4.0
18.0,82.35,140.0,40.0,60.0,
18.0,82.35,140.0,40.0,60.0,
18.0,82.36,140.0,40.0,60.0,
18.0,82.37,140.0,40.0,60.0,
18.0,82.37,140.0,40.0,60.0,
18.0,82.38,140.0,40.0,60.0,
18.0,82.38,140.0,40.0,60.0,
18.0,82.39,140.0,40.0,60.0,
18.0,82.39,140.0,40.0,60.0,
18.0,82.4,140.0,40.0,60.0,
18.0,82.41,140.0,40.0,60.0,
18.0,82.41,140.0,40.0,60.0,
18.0,82.42,140.0,40.0,60.0,
18.0,82.42,140.0,40.0,60.0,
18.0,82.43,140.0,40.0,60.0,
18.0,82.44,140.0,40.0,60.0,
18.0,82.44,140.0,40.0,60.0,
18.0,82.45,140.0,40.0,60.0,
18.0,82.45,140.0,40.0,60.0,
18.0,82.46,140.0,40.0,60.0,
18.0,82.46,140.0,40.0,60.0,
18.0,82.47,140.0,40.0,60.0,
18.0,82.48,140.0,40.0,,
18.0,82.48,140.0,40.0,200.0,
18.0,82.49,140.0,40.0,200.0,
18.0,82.49,140.0,40.0,200.0,
18.0,82.5,140.0,17.5,200.0,
18.0,82.51,140.0,17.5,200.0,
18.0,82.51,140.0,17.5,200.0,4.0
18.0,82.52,140.0,17.5,200.0,
18.0,82.52,140.0,17.5,200.0,7.0
18.0,82.53,140.0,17.5,200.0,7.0
18.0,82.53,140.0,17.5,200.0,7.0
18.0,82.54,140.0,17.5,450.0,7.0
18.0,82.55,140.0,17.5,450.0,7.0
18.0,82.55,140.0,17.5,450.0,7.0
18.0,82.56,140.0,17.5,450.0,7.0
18.0,82.56,140.0,17.5,450.0,7.0
18.0,82.57,140.0,17.5,,7.0
18.0,82.58,140.0,17.5,450.0,7.0
18.0,82.58,140.0,,450.0,7.0
18.0,82.59,140.0,,,7.0
18.0,82.59,140.0,,,7.0
18.0,82.6,140.0,,,7.0
18.0,82.6,140.0,,,7.0
18.0,82.61,140.0,,,7.0
18.0,82.62,140.0,,,7.0
18.0,82.62,140.0,,,7.0
18.0,82.97,140.0,,,
18.0,82.97,140.0,,450.0,7.0
18.0,82.98,140.0,17.5,450.0,7.0
18.0,82.98,140.0,17.5,450.0,7.0
18.0,82.99,140.0,17.5,450.0,7.0
18.0,83.0,140.0,17.5,450.0,7.0
18.0,83.0,140.0,17.5,450.0,7.0
18.0,83.01,140.0,17.5,450.0,7.0
18.0,83.01,140.0,17.5,450.0,7.0
18.0,83.02,140.0,17.5,450.0,7.0
18.0,83.03,140.0,17.5,450.0,7.0
18.0,83.03,140.0,17.5,450.0,7.0
18.0,83.04,140.0,17.5,450.0,7.0
18.0,83.04,140.0,17.5,450.0,7.0
18.0,83.05,140.0,17.5,450.0,7.0
18.0,83.05,140.0,17.5,450.0,7.0
18.0,83.06,140.0,17.5,450.0,7.0
18.0,83.07,140.0,17.5,,7.0
18.0,83.07,140.0,17.5,,7.0
18.0,83.08,140.0,17.5,,7.0
18.0,83.08,140.0,17.5,450.0,7.0
18.0,83.09,140.0,17.5,450.0,7.0
18.0,83.1,140.0,17.5,450.0,7.0
18.0,83.1,140.0,17.5,450.0,7.0
18.0,83.11,140.0,17.5,450.0,7.0
18.0,83.11,140.0,17.5,,
17.99,82.29,140.0,40.0,60.0,4.0
17.99,82.3,140.0,40.0,60.0,4.0
17.99,82.3,140.0,40.0,60.0,4.0
17.99,82.31,140.0,40.0,60.0,4.0
17.99,82.31,140.0,40.0,60.0,
17.99,82.32,140.0,17.5,60.0,
17.99,82.32,140.0,17.5,60.0,
17.99,82.33,140.0,17.5,60.0,
17.99,82.34,140.0,17.5,60.0,
17.99,82.34,140.0,17.5,60.0,
17.99,82.35,140.0,17.5,60.0,
17.99,82.35,140.0,40.0,60.0,
17.99,82.36,140.0,40.0,60.0,
17.99,82.37,140.0,40.0,60.0,
17.99,82.37,140.0,40.0,60.0,
17.99,82.38,140.0,40.0,60.0,
17.99,82.38,140.0,40.0,60.0,
17.99,82.39,140.0,40.0,60.0,
17.99,82.39,140.0,40.0,60.0,
17.99,82.4,140.0,40.0,60.0,
17.99,82.41,140.0,40.0,60.0,
17.99,82.41,140.0,40.0,60.0,
17.99,82.42,140.0,40.0,60.0,
17.99,82.42,140.0,40.0,60.0,
17.99,82.43,140.0,40.0,60.0,
17.99,82.44,140.0,40.0,60.0,
17.99,82.44,140.0,40.0,60.0,
17.99,82.45,140.0,40.0,60.0,
17.99,82.45,140.0,40.0,60.0,
17.99,82.46,140.0,40.0,,
17.99,82.46,140.0,40.0,,
17.99,82.47,140.0,40.0,,
17.99,82.48,140.0,40.0,,
17.99,82.48,140.0,40.0,200.0,
17.99,82.49,140.0,17.5,200.0,
17.99,82.49,140.0,17.5,200.0,
17.99,82.5,140.0,17.5,200.0,
17.99,82.51,140.0,17.5,200.0,4.0
17.99,82.51,140.0,17.5,200.0,6.0
17.99,82.52,140.0,17.5,200.0,7.0
17.99,82.52,140.0,17.5,450.0,7.0
17.99,82.53,140.0,17.5,450.0,7.0
17.99,82.53,140.0,17.5,450.0,7.0
17.99,82.54,140.0,17.5,450.0,7.0
17.99,82.55,140.0,17.5,450.0,7.0
17.99,82.55,140.0,17.5,450.0,7.0
17.99,82.56,140.0,17.5,450.0,7.0
17.99,82.56,140.0,17.5,450.0,7.0
17.99,82.57,140.0,17.5,,7.0
17.99,82.58,140.0,17.5,450.0,7.0
17.99,82.58,140.0,17.5,,
17.99,82.59,140.0,17.5,,7.0
17.99,82.59,140.0,17.5,,7.0
17.99,82.6,140.0,,450.0,7.0
17.99,82.6,140.0,17.5,,7.0
17.99,82.61,140.0,,,7.0
17.99,82.62,140.0,,,7.0
17.99,82.62,140.0,,,7.0
17.99,82.63,140.0,,,7.0
17.99,82.96,140.0,,450.0,
17.99,82.97,140.0,,450.0,7.0
17.99,82.97,140.0,17.5,450.0,7.0
17.99,82.98,140.0,17.5,450.0,7.0
17.99,82.98,140.0,17.5,450.0,7.0
17.99,82.99,140.0,17.5,450.0,7.0
17.99,83.0,140.0,17.5,450.0,7.0
17.99,83.0,140.0,17.5,450.0,7.0
17.99,83.01,140.0,17.5,450.0,7.0
17.99,83.01,140.0,17.5,450.0,7.0
17.99,83.02,140.0,17.5,450.0,7.0
17.99,83.03,140.0,17.5,450.0,7.0
17.99,83.03,140.0,17.5,450.0,7.0
17.99,83.04,140.0,17.5,450.0,7.0
17.99,83.04,140.0,17.5,450.0,7.0
17.99,83.05,140.0,17.5,450.0,7.0
17.99,83.05,140.0,17.5,450.0,7.0
17.99,83.06,140.0,17.5,450.0,7.0
17.99,83.07,140.0,17.5,450.0,7.0
17.99,83.07,140.0,17.5,450.0,7.0
17.99,83.08,140.0,17.5,,7.0
17.99,83.08,140.0,17.5,200.0,7.0
17.99,83.09,140.0,17.5,,7.0
17.99,83.1,140.0,17.5,200.0,7.0
17.99,83.1,140.0,17.5,450.0,7.0
17.99,83.11,140.0,17.5,200.0,7.0
17.98,82.27,140.0,,60.0,4.0
17.98,82.28,140.0,40.0,60.0,4.0
17.98,82.28,140.0,40.0,60.0,4.0
17.98,82.29,140.0,40.0,60.0,4.0
17.98,82.3,140.0,40.0,60.0,4.0
17.98,82.3,140.0,40.0,60.0,
17.98,82.31,140.0,17.5,60.0,
17.98,82.31,140.0,17.5,60.0,
17.98,82.32,140.0,17.5,60.0,
17.98,82.32,140.0,17.5,60.0,
17.98,82.33,140.0,17.5,60.0,
17.98,82.34,140.0,17.5,60.0,
17.98,82.34,140.0,17.5,60.0,
17.98,82.35,140.0,17.5,60.0,
17.98,82.35,140.0,40.0,60.0,
17.98,82.36,140.0,40.0,60.0,
17.98,82.37,140.0,40.0,60.0,
17.98,82.37,140.0,40.0,60.0,
17.98,82.38,140.0,40.0,60.0,
17.98,82.38,140.0,40.0,60.0,
17.98,82.39,140.0,40.0,60.0,
17.98,82.39,140.0,40.0,60.0,
17.98,82.4,140.0,40.0,60.0,
17.98,82.41,140.0,40.0,60.0,
17.98,82.41,140.0,40.0,60.0,
17.98,82.42,140.0,40.0,60.0,
17.98,82.42,140.0,40.0,60.0,
17.98,82.43,140.0,40.0,60.0,
17.98,82.44,140.0,40.0,60.0,
17.98,82.44,140.0,40.0,60.0,
17.98,82.45,140.0,40.0,60.0,
17.98,82.45,140.0,40.0,,
17.98,82.46,140.0,40.0,200.0,
17.98,82.46,140.0,40.0,200.0,
17.98,82.47,140.0,17.5,200.0,
17.98,82.48,140.0,17.5,200.0,
17.98,82.48,140.0,17.5,200.0,
17.98,82.49,140.0,17.5,200.0,
17.98,82.49,140.0,17.5,200.0,
17.98,82.5,140.0,17.5,200.0,
17.98,82.51,140.0,17.5,200.0,4.0
17.98,82.51,140.0,17.5,200.0,4.0
17.98,82.52,140.0,17.5,,
17.98,82.52,140.0,17.5,450.0,7.0
17.98,82.53,140.0,17.5,450.0,7.0
17.98,82.53,140.0,17.5,450.0,7.0
17.98,82.54,140.0,17.5,450.0,7.0
17.98,82.55,140.0,17.5,450.0,7.0
17.98,82.55,140.0,17.5,450.0,7.0
17.98,82.56,140.0,17.5,450.0,7.0
17.98,82.56,140.0,,450.0,7.0
17.98,82.57,140.0,,450.0,
17.98,82.58,140.0,17.5,450.0,
17.98,82.58,140.0,17.5,450.0,7.0
17.98,82.59,140.0,,,7.0
17.98,82.59,140.0,,,7.0
17.98,82.6,140.0,17.5,450.0,7.0
17.98,82.6,140.0,17.5,450.0,7.0
